,player,pts,ast,trb,stl,blk,g,3pta,3ptm,fga,fgm,ppg,apg,rpg,spg,bpg,3pt%,fg%,first year,last year,years played,all stars,hof,ows,dws,ws,win%
3253,Luis Flores,70,22,6.0,4.0,0.0,32,20.0,10.0,58,28,2.2,0.7,0.2,0.1,0.0,0.5,0.48,2005,2005,1,0,False,-0.2,0.0,-0.1,0.2
3254,Luis Montero,14,1,6.0,0.0,0.0,14,9.0,1.0,20,5,1.0,0.1,0.4,0.0,0.0,0.11,0.25,2016,2018,3,0,False,-0.30000000000000004,0.0,-0.30000000000000004,0.5
3255,Luis Scola,8882,1194,4941.0,474.0,224.0,743,271.0,92.0,7442,3669,12.0,1.6,6.7,0.6,0.3,0.34,0.49,2008,2017,10,0,False,21.099999999999998,24.5,45.7,0.5
3256,Luka Dončić,9100,2631,2825.0,368.0,144.0,330,2713.0,917.0,6644,3094,27.6,8.0,8.6,1.1,0.4,0.34,0.47,2019,2023,5,4,False,24.8,14.399999999999999,39.2,0.5
3257,Luka Garza,367,38,163.0,12.0,8.0,60,88.0,30.0,263,129,6.1,0.6,2.7,0.2,0.1,0.34,0.49,2022,2023,2,0,False,1.4,0.4,1.9000000000000001,0.4
3258,Luka Šamanić,207,36,108.0,14.0,12.0,43,82.0,23.0,178,78,4.8,0.8,2.5,0.3,0.3,0.28,0.44,2020,2023,4,0,False,-0.2,0.5,0.30000000000000004,0.5
3259,Luke Babbitt,2077,255,942.0,97.0,65.0,431,1135.0,454.0,1808,741,4.8,0.6,2.2,0.2,0.2,0.4,0.41,2011,2018,8,0,False,4.4,3.6,8.0,0.4
3260,Luke Harangody,446,66,339.0,36.0,37.0,119,153.0,37.0,477,181,3.7,0.6,2.8,0.3,0.3,0.24,0.38,2011,2012,2,0,False,-0.1,1.5,1.5,0.3
3261,Luke Jackson,5470,889,4712.0,29.0,4.0,608,106.0,37.0,5102,2107,9.0,1.5,7.8,0.0,0.0,0.35,0.41,1965,2008,44,1,False,3.5,19.1,22.7,0.6
3262,Luke Jackson,5470,889,4712.0,29.0,4.0,608,106.0,37.0,5102,2107,9.0,1.5,7.8,0.0,0.0,0.35,0.41,1965,2008,44,1,False,3.5,19.1,22.7,0.6
3263,Luke Kennard,4058,785,1163.0,211.0,54.0,415,1832.0,816.0,3144,1445,9.8,1.9,2.8,0.5,0.1,0.45,0.46,2018,2023,6,0,False,12.8,8.2,21.0,0.5
3264,Luke Kornet,1204,231,672.0,69.0,200.0,263,521.0,162.0,1021,465,4.6,0.9,2.6,0.3,0.8,0.31,0.46,2018,2023,6,0,False,4.4,4.1,8.5,0.4
3265,Luke Ridnour,8046,3889,1974.0,846.0,169.0,891,1782.0,621.0,7130,3059,9.0,4.4,2.2,0.9,0.2,0.35,0.43,2004,2015,12,0,False,24.3,11.6,36.2,0.4
3266,Luke Schenscher,55,8,54.0,3.0,7.0,31,0.0,0.0,49,23,1.8,0.3,1.7,0.1,0.2,0.0,0.47,2006,2007,2,0,False,0.0,0.30000000000000004,0.3,0.5
3267,Luke Walton,2704,1352,1637.0,318.0,103.0,594,578.0,189.0,2514,1074,4.6,2.3,2.8,0.5,0.2,0.33,0.43,2004,2013,10,0,False,4.4,8.8,13.2,0.6
3268,Luke Witte,372,60,357.0,13.0,45.0,118,0.0,0.0,371,149,3.2,0.5,3.0,0.1,0.4,0.0,0.4,1974,1976,3,0,False,5.551115123125783e-17,1.2,1.2,0.5
3269,Luke Zeller,19,3,10.0,0.0,0.0,16,5.0,1.0,26,9,1.2,0.2,0.6,0.0,0.0,0.2,0.35,2013,2013,1,0,False,-0.1,0.0,-0.1,0.3
3270,Luol Deng,14372,2225,5829.0,942.0,453.0,965,2171.0,715.0,12117,5501,14.9,2.3,6.0,1.0,0.5,0.33,0.45,2005,2019,15,2,False,37.0,41.4,78.7,0.5
3271,Luther Green,384,30,321.0,0.0,0.0,90,7.0,0.0,402,154,4.3,0.3,3.6,0.0,0.0,0.0,0.38,1970,1973,4,0,False,-1.5,1.0,-0.5,0.5
3272,Luther Head,2991,805,897.0,271.0,45.0,380,1216.0,471.0,2570,1080,7.9,2.1,2.4,0.7,0.1,0.39,0.42,2006,2011,6,0,False,4.7,10.3,15.4,0.5
3273,Luther Rackley,2011,200,1498.0,3.0,4.0,349,1.0,0.0,1730,790,5.8,0.6,4.3,0.0,0.0,0.0,0.46,1970,1974,5,0,False,2.6,4.2,6.7,0.3
3274,Luther Wright,19,0,10.0,1.0,2.0,15,1.0,0.0,23,8,1.3,0.0,0.7,0.1,0.1,0.0,0.35,1994,1994,1,0,False,-0.2,0.1,-0.1,0.6
3275,Lynn Greer,167,53,27.0,17.0,1.0,41,52.0,18.0,141,61,4.1,1.3,0.7,0.4,0.0,0.35,0.43,2007,2007,1,0,False,0.7,0.1,0.7,0.3
3276,Lynn Shackelford,58,11,27.0,0.0,0.0,22,13.0,4.0,72,22,2.6,0.5,1.2,0.0,0.0,0.31,0.31,1970,1970,1,0,False,-0.4,0.1,-0.3,0.3
3277,M.J. Walker,0,1,1.0,2.0,0.0,2,2.0,0.0,4,0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,2022,2022,1,0,False,-0.1,0.0,0.0,1.0
3278,M.L. Carr,6759,1336,3054.0,939.0,270.0,678,153.0,42.0,5740,2710,10.0,2.0,4.5,1.4,0.4,0.27,0.47,1976,1985,10,0,False,13.7,19.8,33.5,0.6
3279,Maalik Wayns,154,56,16.0,14.0,0.0,56,62.0,14.0,178,53,2.8,1.0,0.3,0.2,0.0,0.23,0.3,2013,2014,2,0,False,-0.9,0.30000000000000004,-0.49999999999999994,0.2
3280,Mac McClung,41,11,16.0,2.0,2.0,6,17.0,6.0,32,15,6.8,1.8,2.7,0.3,0.3,0.35,0.47,2022,2023,2,0,False,0.1,0.0,0.1,0.3
3281,Mac Otten,284,72,0.0,0.0,0.0,118,0.0,0.0,310,102,2.4,0.6,0.0,0.0,0.0,0.0,0.33,1950,1950,1,0,False,-0.19999999999999998,0.8,0.6,0.2
3282,Maceo Baston,286,26,175.0,24.0,43.0,105,8.0,3.0,172,106,2.7,0.2,1.7,0.2,0.4,0.38,0.62,2003,2009,7,0,False,1.2,1.0,2.3,0.4
3283,Maciej Lampe,334,35,240.0,13.0,17.0,107,12.0,4.0,374,145,3.1,0.3,2.2,0.1,0.2,0.33,0.39,2004,2006,3,0,False,-1.4,0.7,-0.6000000000000001,0.3
3284,Mack Calvin,12899,3857,2019.0,546.0,27.0,831,261.0,64.0,9450,4202,15.5,4.6,2.4,0.7,0.0,0.25,0.44,1970,1981,12,5,False,46.4,17.0,63.1,0.5
3285,Mack Daughtry,13,3,5.0,0.0,0.0,4,0.0,0.0,10,4,3.2,0.8,1.2,0.0,0.0,0.0,0.4,1971,1971,1,0,False,0.0,0.0,0.1,0.5
3286,Magic Johnson,17707,10141,6559.0,1724.0,374.0,906,1074.0,325.0,11951,6211,19.5,11.2,7.2,1.9,0.4,0.3,0.52,1980,1996,17,11,True,110.7,45.4,155.7,0.7
3287,Mahmoud Abdul-Rauf,8553,2079,1087.0,487.0,46.0,586,1339.0,474.0,7943,3514,14.6,3.5,1.9,0.8,0.1,0.35,0.44,1991,2001,11,0,False,16.900000000000002,8.4,25.099999999999998,0.4
3288,Major Jones,1643,215,1323.0,133.0,169.0,374,9.0,1.0,1385,678,4.4,0.6,3.5,0.4,0.5,0.11,0.49,1980,1985,6,0,False,0.8,4.6,5.5,0.5
3289,Makhtar N'Diaye,5,1,5.0,0.0,1.0,4,0.0,0.0,4,1,1.2,0.2,1.2,0.0,0.2,0.0,0.25,1999,1999,1,0,False,0.0,0.0,0.0,0.2
3290,Mal Graham,327,75,118.0,0.0,0.0,70,0.0,0.0,327,130,4.7,1.1,1.7,0.0,0.0,0.0,0.4,1968,1969,2,0,False,-0.3,1.1,0.8,0.7
3291,Mal McMullen,527,120,128.0,0.0,0.0,109,0.0,0.0,657,201,4.8,1.1,1.2,0.0,0.0,0.0,0.31,1950,1951,2,0,False,-2.1,1.6,-0.4,0.6
3292,Malachi Flynn,788,277,255.0,79.0,15.0,144,391.0,131.0,765,286,5.5,1.9,1.8,0.5,0.1,0.34,0.37,2021,2023,3,0,False,0.5,1.8,2.3,0.5
3293,Malachi Richardson,287,37,104.0,26.0,3.0,96,133.0,40.0,277,97,3.0,0.4,1.1,0.3,0.0,0.3,0.35,2017,2019,3,0,False,-0.6000000000000001,0.4,-0.2,0.3
3294,Malaki Branham,673,127,181.0,33.0,7.0,66,255.0,77.0,611,269,10.2,1.9,2.7,0.5,0.1,0.3,0.44,2023,2023,1,0,False,-0.4,0.2,-0.1,0.3
3295,Malcolm Brogdon,6159,1844,1678.0,330.0,95.0,400,1685.0,654.0,4885,2279,15.4,4.6,4.2,0.8,0.2,0.39,0.47,2017,2023,7,0,False,19.8,10.1,30.0,0.6
3296,Malcolm Delaney,729,356,223.0,74.0,7.0,127,234.0,72.0,673,254,5.7,2.8,1.8,0.6,0.1,0.31,0.38,2017,2018,2,0,False,-0.7999999999999999,1.9,1.1,0.4
3297,Malcolm Hill,149,16,73.0,14.0,6.0,43,75.0,27.0,108,50,3.5,0.4,1.7,0.3,0.1,0.36,0.46,2022,2023,2,0,False,0.8,0.4,1.1,0.3
3298,Malcolm Lee,140,51,65.0,20.0,10.0,36,34.0,10.0,136,52,3.9,1.4,1.8,0.6,0.3,0.29,0.38,2012,2015,4,0,False,0.1,0.4,0.5,0.4
3299,Malcolm Mackey,32,1,24.0,0.0,3.0,22,2.0,0.0,37,14,1.5,0.0,1.1,0.0,0.1,0.0,0.38,1994,1994,1,0,False,0.0,0.1,0.1,0.7
3300,Malcolm Miller,108,15,36.0,7.0,5.0,53,64.0,26.0,83,36,2.0,0.3,0.7,0.1,0.1,0.41,0.43,2018,2020,3,0,False,0.30000000000000004,0.4,0.7,0.7
3301,Malcolm Thomas,106,20,133.0,8.0,12.0,60,15.0,2.0,95,42,1.8,0.3,2.2,0.1,0.2,0.13,0.44,2012,2015,4,0,False,-0.4,0.5,0.1,0.2
3302,Malik Allen,2866,290,1648.0,158.0,273.0,587,18.0,4.0,2869,1280,4.9,0.5,2.8,0.3,0.5,0.22,0.45,2002,2011,10,0,False,-1.0,9.6,9.0,0.4
3303,Malik Beasley,6153,741,1539.0,360.0,70.0,553,3341.0,1252.0,5380,2245,11.1,1.3,2.8,0.7,0.1,0.37,0.42,2017,2023,7,0,False,6.0,8.4,14.5,0.4
3304,Malik Fitts,45,10,37.0,0.0,0.0,33,22.0,11.0,41,17,1.4,0.3,1.1,0.0,0.0,0.5,0.41,2021,2022,2,0,False,0.2,0.1,0.2,0.3
3305,Malik Hairston,149,29,77.0,10.0,16.0,62,12.0,2.0,125,64,2.4,0.5,1.2,0.2,0.3,0.17,0.51,2009,2010,2,0,False,0.19999999999999998,0.7,0.7999999999999999,0.6
3306,Malik Monk,4217,925,920.0,211.0,97.0,386,1829.0,651.0,3520,1513,10.9,2.4,2.4,0.5,0.3,0.36,0.43,2018,2023,6,0,False,4.1,4.8999999999999995,8.8,0.5
3307,Malik Newman,10,1,1.0,0.0,0.0,2,2.0,0.0,7,3,5.0,0.5,0.5,0.0,0.0,0.0,0.43,2020,2022,3,0,False,0.0,0.0,0.0,0.5
3308,Malik Rose,5667,779,3808.0,543.0,312.0,927,96.0,15.0,4676,2035,6.1,0.8,4.1,0.6,0.3,0.16,0.44,1997,2009,13,0,False,4.2,24.6,28.7,0.5
3309,Malik Sealy,4955,816,1585.0,518.0,157.0,493,541.0,158.0,4375,1865,10.1,1.7,3.2,1.1,0.3,0.29,0.43,1993,2000,8,0,False,6.3,10.7,17.1,0.5
3310,Mamadi Diakite,157,18,123.0,16.0,24.0,49,34.0,8.0,137,65,3.2,0.4,2.5,0.3,0.5,0.24,0.47,2021,2023,3,0,False,0.1,0.8,0.8,0.5
3311,Mamadou N'Diaye,360,8,337.0,25.0,89.0,97,1.0,0.0,268,112,3.7,0.1,3.5,0.3,0.9,0.0,0.42,2001,2005,5,0,False,1.2000000000000002,1.3,2.7,0.3
3312,Mangok Mathiang,8,0,10.0,1.0,0.0,4,0.0,0.0,7,4,2.0,0.0,2.5,0.2,0.0,0.0,0.57,2018,2018,1,0,False,0.0,0.0,0.1,0.5
3313,Manny Harris,575,129,253.0,48.0,14.0,93,150.0,53.0,524,199,6.2,1.4,2.7,0.5,0.2,0.35,0.38,2011,2017,7,0,False,-0.6000000000000001,0.7000000000000001,0.09999999999999998,0.2
3314,Manny Leaks,7913,722,6028.0,10.0,39.0,673,8.0,0.0,7284,3190,11.8,1.1,9.0,0.0,0.1,0.0,0.44,1969,1974,6,0,False,4.7,15.7,20.5,0.3
3315,Manu Ginóbili,14043,4001,3697.0,1392.0,319.0,1057,4055.0,1495.0,10262,4584,13.3,3.8,3.5,1.3,0.3,0.37,0.45,2003,2018,16,2,True,58.9,47.6,106.5,0.7
3316,Manute Bol,1607,172,2665.0,128.0,2102.0,638,208.0,43.0,1654,669,2.5,0.3,4.2,0.2,3.3,0.21,0.4,1986,1995,10,0,False,-7.2,19.1,12.0,0.5
3317,MarJon Beauchamp,266,35,115.0,21.0,7.0,52,142.0,47.0,243,96,5.1,0.7,2.2,0.4,0.1,0.33,0.4,2023,2023,1,0,False,-0.4,0.8,0.4,0.7
3318,MarShon Brooks,1751,307,478.0,134.0,46.0,235,341.0,122.0,1496,670,7.5,1.3,2.0,0.6,0.2,0.36,0.45,2012,2019,8,0,False,1.6,2.1,3.6,0.4
3319,Marc Gasol,13585,3345,7231.0,876.0,1340.0,970,1470.0,530.0,10508,5025,14.0,3.4,7.5,0.9,1.4,0.36,0.48,2009,2021,13,3,False,45.0,46.4,91.4,0.5
3320,Marc Iavaroni,3035,715,2238.0,252.0,252.0,668,23.0,0.0,2557,1171,4.5,1.1,3.4,0.4,0.4,0.0,0.46,1983,1989,7,0,False,-3.0,12.8,9.8,0.5
3321,Marc Jackson,3839,369,2000.0,171.0,116.0,490,34.0,8.0,3213,1428,7.8,0.8,4.1,0.3,0.2,0.24,0.44,2001,2007,7,0,False,7.3,7.6,14.899999999999999,0.4
3322,Marcelo Huertas,300,234,114.0,36.0,9.0,76,80.0,20.0,298,122,3.9,3.1,1.5,0.5,0.1,0.25,0.41,2016,2017,2,0,False,-0.4,0.2,-0.2,0.2
3323,Marcin Gortat,8768,985,7038.0,419.0,976.0,886,24.0,4.0,6771,3739,9.9,1.1,7.9,0.5,1.1,0.17,0.55,2008,2019,12,0,False,35.9,31.8,67.7,0.5
3324,Marco Belinelli,9341,1577,1920.0,554.0,77.0,940,3625.0,1365.0,7723,3286,9.9,1.7,2.0,0.6,0.1,0.38,0.43,2008,2020,13,0,False,20.5,13.6,34.2,0.5
3325,Marcus Banks,2934,1037,717.0,345.0,83.0,464,566.0,190.0,2431,1067,6.3,2.2,1.5,0.7,0.2,0.34,0.44,2004,2011,8,0,False,2.7,6.9,9.7,0.4
3326,Marcus Brown,92,23,22.0,8.0,2.0,27,39.0,13.0,84,32,3.4,0.9,0.8,0.3,0.1,0.33,0.38,1997,2000,4,0,False,0.1,0.2,0.30000000000000004,0.6
3327,Marcus Camby,10105,2130,10914.0,1112.0,2562.0,1106,100.0,22.0,8865,4133,9.1,1.9,9.9,1.0,2.3,0.22,0.47,1997,2013,17,0,False,30.2,61.599999999999994,92.0,0.4
3328,Marcus Cousin,4,0,3.0,0.0,1.0,4,0.0,0.0,3,2,1.0,0.0,0.8,0.0,0.2,0.0,0.67,2011,2011,1,0,False,0.0,0.0,0.0,0.5
3329,Marcus Derrickson,46,1,13.0,0.0,1.0,11,20.0,10.0,33,16,4.2,0.1,1.2,0.0,0.1,0.5,0.48,2019,2019,1,0,False,0.2,0.0,0.2,0.7
3330,Marcus Fizer,2782,352,1340.0,134.0,81.0,289,110.0,21.0,2536,1103,9.6,1.2,4.6,0.5,0.3,0.19,0.43,2001,2006,6,0,False,-1.2,4.0,2.7,0.3
3331,Marcus Garrett,13,7,23.0,5.0,3.0,12,4.0,1.0,21,5,1.1,0.6,1.9,0.4,0.2,0.25,0.24,2022,2022,1,0,False,-0.1,0.2,0.1,0.6
3332,Marcus Georges-Hunt,73,10,25.0,7.0,0.0,47,17.0,5.0,55,23,1.6,0.2,0.5,0.1,0.0,0.29,0.42,2017,2018,2,0,False,0.30000000000000004,0.0,0.30000000000000004,0.6
3333,Marcus Haislip,311,16,131.0,15.0,34.0,89,20.0,7.0,286,125,3.5,0.2,1.5,0.2,0.4,0.35,0.44,2003,2010,8,0,False,2.7755575615628914e-17,0.5,0.5,0.5
3334,Marcus Landry,88,0,38.0,2.0,4.0,36,56.0,18.0,86,32,2.4,0.0,1.1,0.1,0.1,0.32,0.37,2010,2010,1,0,False,-0.2,0.0,-0.1,0.2
3335,Marcus Liberty,2051,261,986.0,200.0,77.0,305,222.0,76.0,2000,823,6.7,0.9,3.2,0.7,0.3,0.34,0.41,1991,1994,4,0,False,-0.29999999999999993,3.9,3.5,0.3
3336,Marcus Morris,11278,1347,4144.0,622.0,275.0,922,3909.0,1480.0,9465,4109,12.2,1.5,4.5,0.7,0.3,0.38,0.43,2012,2023,12,0,False,20.5,23.3,43.7,0.5
3337,Marcus Paige,12,3,4.0,0.0,0.0,5,8.0,2.0,14,4,2.4,0.6,0.8,0.0,0.0,0.25,0.29,2018,2018,1,0,False,0.0,0.0,0.0,0.4
3338,Marcus Smart,6141,2700,2058.0,914.0,214.0,581,2819.0,911.0,5349,2065,10.6,4.6,3.5,1.6,0.4,0.32,0.39,2015,2023,9,0,False,9.7,23.6,33.3,0.6
3339,Marcus Thornton,8356,1010,2040.0,601.0,92.0,737,3020.0,1077.0,7336,3082,11.3,1.4,2.8,0.8,0.1,0.36,0.42,2010,2017,8,0,False,19.0,9.6,28.4,0.3
3340,Marcus Vinicius,50,7,19.0,3.0,2.0,26,19.0,8.0,35,16,1.9,0.3,0.7,0.1,0.1,0.42,0.46,2007,2008,2,0,False,0.0,0.2,0.2,0.6
3341,Marcus Webb,39,2,10.0,1.0,2.0,9,1.0,0.0,25,13,4.3,0.2,1.1,0.1,0.2,0.0,0.52,1993,1993,1,0,False,0.1,0.0,0.1,0.6
3342,Marcus Williams,1152,580,385.0,89.0,9.0,227,392.0,126.0,1149,439,5.1,2.6,1.7,0.4,0.0,0.32,0.38,2007,2010,4,0,False,-2.2,2.0,-0.2,0.4
3343,Marcus Williams,1152,580,385.0,89.0,9.0,227,392.0,126.0,1149,439,5.1,2.6,1.7,0.4,0.0,0.32,0.38,2007,2010,4,0,False,-2.2,2.0,-0.2,0.4
3344,Mardy Collins,993,438,443.0,141.0,32.0,237,158.0,51.0,1025,401,4.2,1.8,1.9,0.6,0.1,0.32,0.39,2007,2010,4,0,False,-3.8,2.0,-1.6,0.3
3345,Marial Shayok,11,1,7.0,0.0,1.0,4,6.0,2.0,12,3,2.8,0.2,1.8,0.0,0.2,0.33,0.25,2020,2020,1,0,False,-0.1,0.0,-0.1,0.5
3346,Mario Bennett,269,24,182.0,31.0,22.0,68,3.0,1.0,208,111,4.0,0.4,2.7,0.5,0.3,0.33,0.53,1996,2000,5,0,False,1.0,0.8999999999999999,1.9,0.6
3347,Mario Chalmers,6371,2642,1742.0,1038.0,116.0,707,2302.0,801.0,5085,2118,9.0,3.7,2.5,1.5,0.2,0.35,0.42,2009,2018,10,0,False,14.399999999999999,21.9,36.1,0.5
3348,Mario Elie,6502,1920,2127.0,690.0,139.0,765,1582.0,578.0,4651,2202,8.5,2.5,2.8,0.9,0.2,0.37,0.47,1991,2001,11,0,False,32.0,18.3,50.4,0.6
3349,Mario Hezonja,2284,415,1026.0,243.0,80.0,330,833.0,266.0,2047,854,6.9,1.3,3.1,0.7,0.2,0.32,0.42,2016,2020,5,0,False,-2.0,5.300000000000001,3.2,0.4
3350,Mario Kasun,198,11,188.0,10.0,16.0,73,1.0,0.0,167,78,2.7,0.2,2.6,0.1,0.2,0.0,0.47,2005,2006,2,0,False,0.2,0.6000000000000001,0.8999999999999999,0.4
3351,Mario West,154,51,142.0,45.0,8.0,162,10.0,2.0,125,56,1.0,0.3,0.9,0.3,0.0,0.2,0.45,2008,2011,4,0,False,0.4,0.9000000000000001,1.4,0.5
3352,Mark Acres,1407,185,1592.0,140.0,110.0,393,15.0,8.0,1065,540,3.6,0.5,4.1,0.4,0.3,0.53,0.51,1988,1993,6,0,False,5.300000000000001,4.3,9.7,0.4
3353,Mark Aguirre,19969,3149,4964.0,732.0,332.0,1003,1432.0,443.0,16135,7787,19.9,3.1,4.9,0.7,0.3,0.31,0.48,1982,1994,13,3,False,48.7,23.4,72.5,0.5
3354,Mark Alarie,2432,363,1120.0,132.0,109.0,325,135.0,34.0,2184,1037,7.5,1.1,3.4,0.4,0.3,0.25,0.47,1987,1991,5,0,False,3.8,4.5,8.3,0.5
3355,Mark Baker,0,0,0.0,0.0,0.0,1,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999,1999,1,0,False,-0.1,0.0,-0.1,0.0
3356,Mark Blount,6256,668,3457.0,409.0,652.0,767,103.0,37.0,5092,2543,8.2,0.9,4.5,0.5,0.9,0.36,0.5,2001,2009,9,0,False,3.7,18.8,22.2,0.3
3357,Mark Bradtke,59,7,68.0,5.0,5.0,36,0.0,0.0,58,25,1.6,0.2,1.9,0.1,0.1,0.0,0.43,1997,1997,1,0,False,0.1,0.1,0.2,0.3
3358,Mark Bryant,4326,495,3012.0,331.0,196.0,813,12.0,1.0,3500,1744,5.3,0.6,3.7,0.4,0.2,0.08,0.5,1989,2003,15,0,False,11.5,14.8,26.1,0.6
3359,Mark Crow,84,8,27.0,5.0,1.0,15,0.0,0.0,80,35,5.6,0.5,1.8,0.3,0.1,0.0,0.44,1978,1978,1,0,False,0.1,0.1,0.2,0.3
3360,Mark Davis,1515,322,771.0,226.0,85.0,296,134.0,30.0,1275,571,5.1,1.1,2.6,0.8,0.3,0.22,0.45,1989,2000,12,0,False,0.0,3.8,3.5999999999999996,0.3
3361,Mark Davis,1515,322,771.0,226.0,85.0,296,134.0,30.0,1275,571,5.1,1.1,2.6,0.8,0.3,0.22,0.45,1989,2000,12,0,False,0.0,3.8,3.5999999999999996,0.3
3362,Mark Eaton,5216,840,6939.0,368.0,3064.0,875,2.0,0.0,4526,2072,6.0,1.0,7.9,0.4,3.5,0.0,0.46,1983,1993,11,1,False,-3.3000000000000003,47.8,44.7,0.6
3363,Mark Hendrickson,394,69,329.0,52.0,16.0,129,18.0,3.0,330,139,3.1,0.5,2.6,0.4,0.1,0.17,0.42,1997,2000,4,0,False,0.9999999999999999,1.3,2.2,0.3
3364,Mark Jackson,13932,11930,5663.0,1789.0,136.0,1461,2598.0,870.0,11993,5326,9.5,8.2,3.9,1.2,0.1,0.33,0.44,1988,2004,17,1,False,62.7,41.5,103.5,0.5
3365,Mark Jones,30,11,15.0,5.0,2.0,16,5.0,0.0,37,12,1.9,0.7,0.9,0.3,0.1,0.0,0.32,1984,2005,22,0,False,-0.2,0.1,-0.1,0.4
3366,Mark Jones,30,11,15.0,5.0,2.0,16,5.0,0.0,37,12,1.9,0.7,0.9,0.3,0.1,0.0,0.32,1984,2005,22,0,False,-0.2,0.1,-0.1,0.4
3367,Mark Landsberger,3082,282,3294.0,157.0,92.0,514,3.0,0.0,2611,1273,6.0,0.5,6.4,0.3,0.2,0.0,0.49,1978,1984,7,0,False,5.7,9.8,15.5,0.5
3368,Mark Macon,1848,479,508.0,388.0,21.0,293,136.0,36.0,1990,763,6.3,1.6,1.7,1.3,0.1,0.26,0.38,1992,1999,8,0,False,-6.0,5.6,-0.30000000000000004,0.3
3369,Mark Madsen,975,181,1157.0,116.0,102.0,453,16.0,1.0,834,381,2.2,0.4,2.6,0.3,0.2,0.06,0.46,2001,2009,9,0,False,3.3,4.8,8.2,0.6
3370,Mark McNamara,1092,83,901.0,42.0,47.0,323,0.0,0.0,783,402,3.4,0.3,2.8,0.1,0.1,0.0,0.51,1983,1991,9,0,False,1.0,2.1,3.0999999999999996,0.5
3371,Mark Minor,5,2,4.0,0.0,0.0,4,0.0,0.0,4,1,1.2,0.5,1.0,0.0,0.0,0.0,0.25,1973,1973,1,0,False,0.0,0.0,0.0,0.8
3372,Mark Olberding,9735,2474,5563.0,673.0,309.0,1027,41.0,5.0,6964,3428,9.5,2.4,5.4,0.7,0.3,0.12,0.49,1976,1987,12,0,False,32.2,21.1,53.3,0.5
3373,Mark Pope,285,63,261.0,32.0,45.0,153,56.0,10.0,289,116,1.9,0.4,1.7,0.2,0.3,0.18,0.4,1998,2005,8,0,False,0.30000000000000004,1.0,1.2,0.6
3374,Mark Price,10989,4863,1848.0,860.0,76.0,722,2428.0,976.0,8345,3939,15.2,6.7,2.6,1.2,0.1,0.4,0.47,1987,1998,12,4,False,52.0,19.1,71.1,0.6
3375,Mark Radford,347,161,76.0,50.0,6.0,97,21.0,6.0,272,138,3.6,1.7,0.8,0.5,0.1,0.29,0.51,1982,1983,2,0,False,-0.7999999999999999,1.2,0.4,0.6
3376,Mark Randall,600,100,286.0,40.0,13.0,218,63.0,10.0,518,236,2.8,0.5,1.3,0.2,0.1,0.16,0.46,1992,1995,4,0,False,0.8999999999999999,0.8,1.8,0.3
3377,Mark Sibley,46,13,25.0,4.0,1.0,28,0.0,0.0,56,20,1.6,0.5,0.9,0.1,0.0,0.0,0.36,1974,1974,1,0,False,-0.2,0.0,-0.2,0.3
3378,Mark Strickland,1533,126,932.0,95.0,132.0,336,11.0,3.0,1344,642,4.6,0.4,2.8,0.3,0.4,0.27,0.48,1995,2003,9,0,False,3.1,4.5,7.7,0.5
3379,Mark Wade,8,36,15.0,7.0,1.0,12,2.0,0.0,20,3,0.7,3.0,1.2,0.6,0.1,0.0,0.15,1988,1990,3,0,False,-0.4,0.1,-0.3,0.2
3380,Mark West,7316,517,6121.0,386.0,1599.0,1239,6.0,0.0,5123,2950,5.9,0.4,4.9,0.3,1.3,0.0,0.58,1984,2000,17,0,False,14.5,31.6,46.1,0.5
3381,Mark Williams,387,18,304.0,28.0,45.0,43,0.0,0.0,251,160,9.0,0.4,7.1,0.7,1.0,0.0,0.64,2023,2023,1,0,False,1.5,1.3,2.8,0.3
3382,Mark Workman,716,81,423.0,0.0,0.0,144,0.0,0.0,876,285,5.0,0.6,2.9,0.0,0.0,0.0,0.33,1953,1954,2,0,False,-3.6999999999999997,1.0,-2.5999999999999996,0.1
3383,Markel Brown,584,132,234.0,69.0,27.0,113,190.0,56.0,539,205,5.2,1.2,2.1,0.6,0.2,0.29,0.38,2015,2018,4,0,False,-0.1,1.1,1.1,0.4
3384,Markelle Fultz,2260,964,659.0,234.0,53.0,191,270.0,75.0,1996,942,11.8,5.0,3.5,1.2,0.3,0.28,0.47,2018,2023,6,0,False,1.7,5.3,7.2,0.5
3385,Markieff Morris,9958,1495,4691.0,721.0,452.0,965,2510.0,866.0,8652,3824,10.3,1.5,4.9,0.7,0.5,0.35,0.44,2012,2023,12,0,False,8.4,23.4,31.4,0.4
3386,Marko Guduric,173,45,73.0,12.0,8.0,44,83.0,25.0,157,62,3.9,1.0,1.7,0.3,0.2,0.3,0.39,2020,2020,1,0,False,-0.3,0.4,0.1,0.5
3387,Marko Jarić,3193,1600,1200.0,583.0,128.0,447,840.0,289.0,2944,1190,7.1,3.6,2.7,1.3,0.3,0.34,0.4,2003,2009,7,0,False,2.6,9.5,12.0,0.4
3388,Marko Milič,108,14,30.0,13.0,1.0,44,7.0,3.0,84,47,2.5,0.3,0.7,0.3,0.0,0.43,0.56,1998,1999,2,0,False,-0.1,0.2,0.19999999999999998,0.7
